0.000000000000000000e+00,-7.720219999999999860e-03,-1.291824000000000097e-02
6.400000000000000399e-08,-7.720219999999999860e-03,-1.033459999999999934e-02
1.280000000000000080e-07,0.000000000000000000e+00,-1.550189999999999901e-02
1.920000000000000252e-07,0.000000000000000000e+00,-1.808554000000000064e-02
2.560000000000000159e-07,-2.573399999999999993e-03,-2.066919999999999868e-02
3.200000000000000067e-07,-2.573399999999999993e-03,-1.291824000000000097e-02
3.840000000000000504e-07,-2.573399999999999993e-03,-1.033459999999999934e-02
4.480000000000000411e-07,-5.146819999999999867e-03,-1.550189999999999901e-02
5.120000000000000319e-07,-5.146819999999999867e-03,-5.167299999999999671e-03
5.760000000000000756e-07,-2.573399999999999993e-03,-1.291824000000000097e-02
6.400000000000000134e-07,-2.573399999999999993e-03,-1.291824000000000097e-02
7.040000000000000571e-07,0.000000000000000000e+00,-1.033459999999999934e-02
7.680000000000001008e-07,-2.573399999999999993e-03,-7.750940000000000434e-03
8.320000000000000386e-07,-2.573399999999999993e-03,-1.033459999999999934e-02
8.960000000000000823e-07,-2.573399999999999993e-03,-1.291824000000000097e-02
9.600000000000001260e-07,-5.146819999999999867e-03,-1.808554000000000064e-02
1.024000000000000064e-06,-2.573399999999999993e-03,-1.808554000000000064e-02
1.088000000000000002e-06,-5.146819999999999867e-03,-1.033459999999999934e-02
1.152000000000000151e-06,-5.146819999999999867e-03,-7.750940000000000434e-03
1.216000000000000089e-06,-5.146819999999999867e-03,-1.291824000000000097e-02
1.280000000000000027e-06,-1.029361999999999985e-02,-1.808554000000000064e-02
1.344000000000000176e-06,2.573399999999999993e-03,-1.550189999999999901e-02
1.408000000000000114e-06,-5.146819999999999867e-03,-1.550189999999999901e-02
1.472000000000000052e-06,-5.146819999999999867e-03,-1.291824000000000097e-02
1.536000000000000202e-06,-2.573399999999999993e-03,-1.033459999999999934e-02
1.600000000000000139e-06,-2.573399999999999993e-03,-1.033459999999999934e-02
1.664000000000000077e-06,-5.146819999999999867e-03,-1.291824000000000097e-02
1.728000000000000015e-06,-5.146819999999999867e-03,-1.033459999999999934e-02
1.792000000000000165e-06,-7.720219999999999860e-03,-7.750940000000000434e-03
1.856000000000000102e-06,-1.286701999999999985e-02,-7.750940000000000434e-03
1.920000000000000252e-06,-2.573399999999999993e-03,-1.291824000000000097e-02
1.983999999999999978e-06,-5.146819999999999867e-03,-1.291824000000000097e-02
2.048000000000000128e-06,-7.720219999999999860e-03,-1.291824000000000097e-02
2.112000000000000277e-06,-7.720219999999999860e-03,-1.808554000000000064e-02
2.176000000000000003e-06,5.146819999999999867e-03,-1.550189999999999901e-02
2.240000000000000153e-06,-7.720219999999999860e-03,-1.033459999999999934e-02
2.304000000000000302e-06,-7.720219999999999860e-03,-1.291824000000000097e-02
2.368000000000000028e-06,-1.029361999999999985e-02,-1.808554000000000064e-02
2.432000000000000178e-06,-5.146819999999999867e-03,-1.291824000000000097e-02
2.496000000000000328e-06,-2.573399999999999993e-03,-1.808554000000000064e-02
2.560000000000000054e-06,-1.029361999999999985e-02,-1.291824000000000097e-02
2.624000000000000203e-06,-7.720219999999999860e-03,-7.750940000000000434e-03
2.688000000000000353e-06,-2.573399999999999993e-03,-1.808554000000000064e-02
2.752000000000000079e-06,-7.720219999999999860e-03,-1.291824000000000097e-02
2.816000000000000228e-06,-1.286701999999999985e-02,-1.550189999999999901e-02
2.880000000000000378e-06,-7.720219999999999860e-03,-1.291824000000000097e-02
